Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
3116,flat,vatika gurgaon,sector 83,1.42,8875.0,4,4,3,7.0,Relatively New,2000.0,1,1,0,0,0,1,103
3117,flat,milan cghs 9,sector 39,2.0,8333.0,3,3,3+,0.0,Old Property,2400.0,0,0,0,0,0,1,0
3118,flat,conscient heritage max,sector 102,2.5,11633.0,3,4,3+,25.0,New Property,1945.0,1,1,0,0,0,2,56
3119,flat,signature global solera,sector 107,0.28,5680.0,2,2,2,11.0,Relatively New,543.0,0,0,0,0,0,1,29
3120,flat,tulip violet,sector 69,1.76,8756.0,4,4,2,6.0,Relatively New,1819.0,0,0,0,0,0,1,108
3121,flat,emaar palm gardens,sector 83,1.8,9474.0,3,3,3+,9.0,Relatively New,1719.0,0,0,0,0,0,1,55
3123,flat,emaar mgf emerald floors premier,sector 65,2.65,16061.0,3,3,3,5.0,Relatively New,1650.0,1,1,0,0,0,1,37
3124,flat,umang monsoon breeze,sector 78,0.69,5391.0,2,2,2,11.0,Moderately Old,1422.0,0,0,0,0,0,1,60
3125,flat,ats triumph,sector 104,2.5,7937.0,4,4,3+,14.0,New Property,2851.0,0,1,0,0,0,1,21
3126,flat,m3m capital,sector 113,2.0,12012.0,3,3,2,24.0,Under Construction,1507.0,0,0,0,0,0,1,47
3127,flat,ramprastha primera,sector 37d,1.1,6111.0,3,3,3,6.0,Relatively New,1700.0,0,0,0,0,0,1,149
3128,flat,m3m soulitude,sector 89,1.42,9979.0,3,3,2,3.0,New Property,1581.0,0,0,0,0,0,1,15
3129,flat,godrej,sector 79,1.41,8998.0,2,2,3,3.0,New Property,1747.0,1,0,0,0,0,1,104
3130,flat,smart world gems,sector 89,1.16,10498.0,3,2,3,1.0,New Property,998.0,1,0,0,0,0,1,49
3131,flat,shapoorji pallonji joyville gurugram,sector 102,1.9,10259.0,3,3,3+,15.0,New Property,1700.0,0,0,0,1,0,1,174
3132,house,independent,sector 45,10.0,30864.0,6,6,3+,4.0,Moderately Old,3240.0,1,1,1,1,0,2,70
3133,flat,indiabulls centrum park,sector 103,1.2,8433.0,2,2,3,3.0,Moderately Old,1288.0,0,0,0,0,0,1,26
3134,house,unitech uniworld resorts,sector 33,9.55,19293.0,6,7,3+,2.0,Relatively New,4950.0,1,1,1,1,0,2,126
3135,flat,pyramid urban homes 2,sector 86,0.43,8583.0,2,2,1,6.0,New Property,557.0,1,0,0,0,0,1,92
3136,flat,bptp terra,sector 37d,1.75,7987.0,4,4,3,7.0,Relatively New,2100.0,0,0,0,0,1,2,120
3137,house,independent,sector 4,3.3,14667.0,3,3,2,1.0,Old Property,2250.0,0,0,0,0,0,1,34
3139,flat,ats kocoon,sector 109,1.7,12879.0,3,3,3,22.0,Relatively New,1550.0,0,0,0,0,0,1,103
3140,flat,sbtl caladium,sector 109,1.63,6405.0,3,3,2,8.0,Relatively New,2303.0,0,1,0,0,0,1,159
3141,flat,experion windchants,sector 112,3.65,11428.0,3,5,2,3.0,Relatively New,2800.0,0,1,0,0,0,1,72
3142,house,independent,sector 7,2.25,16892.0,5,3,0,2.0,Old Property,148.0,0,0,0,0,0,1,0
3143,flat,vatika lifestyle homes,sector 83,1.1,6268.0,3,3,2,8.0,Relatively New,1588.0,1,0,1,1,0,2,174
3144,flat,tarc maceo,sector 91,1.8,7759.0,3,3,3+,0.0,Relatively New,2578.0,0,0,0,1,0,0,45
3145,flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,3.0,Under Construction,1278.0,1,0,0,0,0,1,37
3146,house,independent,sector 12,1.7,9444.0,3,3,0,1.0,Old Property,200.0,0,0,0,0,0,1,0
3147,flat,bhagwati sadan,sector 12,1.15,5500.0,3,4,2,2.0,Old Property,2000.0,0,1,0,0,1,1,0
3149,house,independent,sector 23,5.1,16569.0,3,2,0,1.0,Old Property,3078.0,0,0,0,0,1,1,27
3150,flat,ss the leaf,sector 85,1.22,13319.0,2,2,3,16.0,Relatively New,1300.0,0,0,1,0,0,1,81
3151,house,independent,sector 3 phase 3 extension,0.75,6410.0,2,2,0,1.0,Moderately Old,130.0,0,0,0,0,0,1,0
3152,flat,raheja vedaanta,sector 108,1.0,4854.0,2,2,2,0.0,Relatively New,2060.0,0,0,0,0,0,1,0
3153,flat,signature global synera,sector 81,0.48,8451.0,2,2,1,7.0,Relatively New,613.0,0,0,0,0,0,2,70
3154,flat,supertech hilltown,sector 2,0.8,5556.0,3,2,3,8.0,Moderately Old,1440.0,0,0,0,0,0,1,0
3155,house,eldeco mansionz,sector 48,5.0,21368.0,7,7,3,2.0,Moderately Old,2340.0,0,0,0,0,0,2,40
3156,house,independent,sector 7,3.0,11494.0,7,7,0,3.0,Old Property,2610.0,0,0,0,0,0,1,0
3157,flat,dlf regal gardens,sector 90,1.75,7901.0,4,4,3+,3.0,Relatively New,2005.0,0,0,0,0,1,1,6
3158,flat,m3m woodshire,sector 107,0.8,5857.0,2,2,3+,7.0,Relatively New,1236.0,0,0,0,0,0,2,165
3159,house,independent,sector 43,3.35,26973.0,1,1,0,1.0,Old Property,1242.0,0,0,0,0,0,1,9
3160,house,palam vihar extension west zone rwa,sector 2,0.35,6481.0,2,2,0,1.0,New Property,600.0,0,0,0,0,0,1,0
3162,house,independent,sector 24,1.45,2984.0,3,3,1,2.0,Old Property,540.0,0,0,0,0,0,1,9
3163,flat,tulip yellow,sector 69,1.8,10563.0,3,3,3,14.0,Under Construction,1893.0,0,0,0,0,0,1,49
3164,flat,bestech park view grand spa,sector 81,4.0,9524.0,4,5,3+,15.0,Relatively New,3801.0,0,1,0,0,0,2,127
3165,house,independent,sector 4,2.3,17012.0,4,4,3,2.0,Old Property,160.0,0,0,0,0,0,2,15
3166,flat,dlf the grove,sector 43,6.0,25000.0,4,4,2,1.0,Under Construction,2667.0,0,1,0,0,0,2,49
3167,flat,ss the leaf,sector 85,1.91,5026.0,4,6,3,6.0,Relatively New,3890.0,0,1,0,0,0,1,174
3168,flat,ss the leaf,sector 85,1.2,7317.0,2,2,3,12.0,Relatively New,1484.0,0,0,0,0,0,2,157
3169,flat,emaar mgf emerald estate,sector 65,1.75,12545.0,3,3,3,10.0,Relatively New,1081.0,0,1,0,0,0,2,124
3170,flat,green court,sector 90,0.47,6812.0,2,2,1,0.0,New Property,767.0,0,0,0,0,0,1,49
3171,flat,experion windchants,sector 112,3.29,11742.0,3,3,3+,2.0,Relatively New,2225.56,0,1,0,0,0,2,152
3172,flat,maa bhagwati residency,sector 7,0.45,5000.0,2,2,1,4.0,Relatively New,1000.0,0,0,0,0,0,1,28
3173,flat,apex our homes,sector 37c,0.35,3784.0,2,2,1,7.0,Relatively New,850.0,0,0,0,0,0,2,158
3174,flat,dlf city plots phase 3,sector 24,6.5,18571.0,4,5,3+,3.0,New Property,3889.0,0,1,0,0,0,0,42
3175,flat,ss the leaf,sector 85,1.07,6524.0,2,2,3,21.0,Relatively New,1484.0,0,0,0,1,0,1,67
3176,flat,trisara our homes 3,sohna road,0.21,4339.0,1,1,0,2.0,Relatively New,484.0,0,0,0,0,0,1,0
3177,flat,experion the heartsong,sector 108,1.3,8344.0,3,3,3+,7.0,Relatively New,1661.0,1,0,0,0,0,1,150
3179,flat,vatika the seven lamps,sector 82,1.37,8754.0,3,3,3,11.0,Relatively New,2000.0,1,1,0,1,0,2,145
3180,house,vatika india next,sector 82,6.5,20062.0,4,3,0,2.0,Relatively New,3240.0,0,0,0,0,0,1,0
3181,flat,gls avenue 51,sector 92,0.42,7107.0,2,2,1,4.0,Relatively New,657.0,1,0,0,1,0,2,42
3182,flat,dlf regal gardens,sector 90,1.3,7151.0,3,3,3+,7.0,Relatively New,1700.0,0,0,0,0,0,1,141
3183,flat,ansal api esencia,sector 67,1.0,6435.0,3,3,3+,2.0,Moderately Old,1406.0,0,0,0,0,0,1,9
3184,flat,signature global city 63a,sector 63a,1.55,14776.0,2,2,2,2.0,Under Construction,1167.0,0,0,0,0,0,1,0
3185,flat,emaar imperial gardens,sector 102,1.7,8395.0,3,4,3+,8.0,Relatively New,1750.0,0,1,0,1,0,2,174
3186,flat,ss the leaf,sector 85,2.03,7229.0,4,4,3+,3.0,Relatively New,2225.0,0,0,0,0,1,1,49
3187,flat,orris carnation residency,sector 85,1.1,6687.0,3,4,3,6.0,Moderately Old,1467.0,0,1,0,0,0,0,65
3188,flat,pareena laxmi apartments,sector 99a,0.32,5787.0,2,2,2,11.0,New Property,502.0,0,0,0,0,0,1,66
3189,flat,ambience creacions,sector 22,1.99,14420.0,2,2,2,9.0,New Property,1285.0,1,1,0,1,0,1,20
3191,flat,afnhb jalvayu vihar,sector 30,1.45,11154.0,3,2,2,2.0,Old Property,1300.0,0,0,0,0,0,0,75
3192,flat,emaar gurgaon greens,sector 102,1.4,8485.0,3,3,3,4.0,Relatively New,1493.0,0,1,0,0,0,2,83
3193,flat,ss the leaf,sector 85,2.0,6579.0,4,5,3+,1.0,Relatively New,2545.0,0,1,1,0,0,1,106
3194,flat,satya the hermitage,sector 103,1.12,5625.0,3,4,3+,9.0,New Property,1734.0,0,1,0,0,0,1,49
3195,house,independent,sector 43,5.5,19298.0,8,7,3+,3.0,Moderately Old,2850.0,1,1,0,1,1,2,123
3196,house,dlf city plots phase 2,sector 25,7.5,31686.0,9,9,3+,4.0,Relatively New,2300.5,1,1,0,1,0,2,160
3197,flat,adani aangan arcade,sector 88a,0.45,7200.0,2,2,1,3.0,New Property,694.0,0,0,0,0,0,1,14
3198,house,uppal southend,sector 49,3.75,25562.0,2,6,3+,3.0,Moderately Old,1467.0,1,0,0,0,0,2,26
3199,flat,vipul belmonte,sector 53,6.0,24490.0,3,4,3+,6.0,Moderately Old,2217.0,0,1,0,0,1,2,26
3200,flat,signature global solera,sector 107,0.28,5726.0,2,2,2,10.0,Relatively New,543.0,0,0,0,0,0,1,38
3201,flat,emaar gurgaon greens,sector 102,1.5,9091.0,3,3,3,7.0,Relatively New,1315.0,0,0,0,1,0,2,174
3202,flat,raheja revanta,sector 78,0.99,6100.0,2,2,3,14.0,Under Construction,1467.0,0,0,0,0,1,1,39
3203,house,independent,sector 26,15.0,33201.0,5,6,3+,3.0,Moderately Old,4518.0,1,1,1,1,0,2,78
3204,flat,suposhaa smartworld orchard,sector 61,2.25,14526.0,3,3,2,3.0,Under Construction,1721.0,0,0,0,0,0,1,0
3205,flat,ramsons kshitij,sector 95,0.3,3158.0,2,2,1,11.0,New Property,950.0,0,0,0,0,0,1,0
3206,flat,chd avenue,sector 71,0.82,7081.0,2,2,2,6.0,Moderately Old,1086.0,0,0,0,0,0,1,0
3207,flat,satya element one,sector 49,0.87,19333.0,1,1,1,2.0,Relatively New,500.0,0,0,0,0,0,1,22
3208,house,unitech uniworld resorts,sector 33,9.5,23336.0,5,7,3+,2.0,Under Construction,4071.0,1,1,1,1,0,1,57
3209,flat,rof ananda,sector 95,0.2,5464.0,1,1,1,10.0,Relatively New,407.0,0,0,0,0,0,1,82
3210,flat,experion windchants,sector 112,5.2,10726.0,4,6,3+,15.0,Relatively New,3655.35,0,1,0,1,0,2,174
3211,flat,eldeco accolade,sohna road,0.72,5737.0,2,2,3,8.0,Relatively New,1404.0,0,0,0,0,0,1,153
3212,flat,signature andour heights,sector 71,0.59,8429.0,2,2,1,6.0,Moderately Old,639.0,0,0,0,0,0,1,67
3213,flat,bestech park view residency,sector 2,0.56,8629.0,1,2,2,7.0,Moderately Old,723.0,0,0,0,0,0,1,92
3214,flat,the lions cghs,sector 56,2.0,8333.0,4,4,3,8.0,Relatively New,2253.0,0,0,0,0,1,2,49
3215,flat,kashish manor one,sector 111,1.65,7097.0,3,4,3+,14.0,Under Construction,2104.0,0,1,0,0,1,1,8
3217,flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,4707.0,2,2,1,0.0,Relatively New,944.0,0,0,0,0,0,1,46
3218,house,vipul world,sector 48,3.35,5583.0,6,5,3+,3.0,Moderately Old,6000.0,0,0,0,0,0,1,53
3219,house,independent,sector 3,0.37,7923.0,1,1,1,1.0,Relatively New,480.0,0,0,0,0,0,1,0
3220,flat,sobha city,sector 108,2.6,15196.0,3,3,2,8.0,Relatively New,1711.0,0,0,0,0,0,1,99
3221,flat,maruti vihar colony,sector 28,0.95,8887.0,2,1,1,1.0,Old Property,1188.0,0,0,0,0,0,1,59
3222,flat,unitech sunbreeze,sector 69,0.75,6849.0,2,2,2,4.0,Under Construction,991.0,0,0,0,0,0,1,0
3223,flat,godrej summit,sector 104,1.1,8668.0,2,2,3,16.0,Under Construction,1148.0,0,0,0,0,1,1,88
3224,house,vatika the seven lamps,sector 82,1.6,6598.0,4,4,3+,16.0,Moderately Old,2425.0,0,1,0,0,0,1,94
3225,house,independent,sector 17b,8.5,18814.0,4,4,2,2.0,Old Property,4518.0,1,1,0,1,0,2,21
3226,flat,godrej nature plus,sector 33,1.75,8768.0,3,3,0,2.0,Under Construction,1996.0,0,0,0,0,0,1,56
3227,flat,shapoorji pallonji joyville gurugram,sector 102,1.25,9874.0,2,2,2,0.0,Relatively New,1100.0,0,0,0,0,0,1,79
3228,flat,godrej,sector 79,1.35,8970.0,3,3,2,7.0,Relatively New,1362.0,0,0,0,0,0,1,118
3229,flat,m3m woodshire,sector 107,1.21,6227.0,3,3,3,7.0,Moderately Old,1713.0,0,0,0,0,0,2,126
3230,flat,pareena coban residences,sector 99a,1.08,6626.0,3,5,3,2.0,Relatively New,1750.0,0,1,0,0,1,1,49
3231,flat,eldeco accolade,sohna road,0.72,4976.0,2,2,3+,12.0,Relatively New,1131.0,1,0,0,0,0,1,152
3232,flat,imperia the esfera,sector 37c,0.99,5455.0,3,4,3,9.0,Relatively New,1660.0,0,1,0,0,0,1,49
3233,flat,bestech park view city,sector 48,4.25,9335.0,4,5,3+,14.0,Moderately Old,4120.0,1,0,0,0,0,2,81
3234,flat,godrej,sector 79,1.18,8532.0,2,2,3,7.0,Relatively New,1252.0,0,0,0,0,0,1,158
3235,flat,vipul lavanya,sector 81,1.28,7175.0,3,3,3,1.0,Moderately Old,1982.0,0,1,0,1,0,2,49
3236,flat,pareena mi casa,sector 68,1.1,8835.0,2,2,3,11.0,New Property,1127.0,0,0,0,0,0,1,95
3237,flat,dlf wellington estate,sector 43,2.09,14615.0,3,3,2,11.0,Old Property,1294.0,0,0,0,0,0,2,79
3238,flat,silverglades the melia,sohna road,0.78,5778.0,2,2,3,9.0,Under Construction,1222.0,1,0,0,0,0,1,72
3239,flat,tulip violet,sector 69,1.32,8413.0,3,3,1,12.0,Relatively New,1419.0,0,0,0,1,0,1,86
3240,flat,dlf belvedere towers,sector 25,3.4,13765.0,4,4,3,1.0,Old Property,2744.0,0,1,0,0,0,1,26
3241,flat,imperia the esfera,sector 37c,0.99,5500.0,3,3,1,10.0,New Property,1643.0,0,1,0,0,0,1,49
3242,flat,orchid petals,sector 49,4.21,11836.0,5,6,3+,14.0,Relatively New,3219.0,0,1,0,1,0,1,35
3243,house,independent,sector 26,18.0,39841.0,5,4,3+,4.0,Moderately Old,4518.0,1,1,1,1,0,2,113
3244,flat,pareena mi casa,sector 68,1.1,9016.0,2,2,3,13.0,New Property,1244.0,0,0,0,0,0,1,106
3245,house,independent,sector 50,12.5,40611.0,6,5,3,4.0,Moderately Old,3078.0,1,1,0,1,0,2,23
3247,flat,mapsko paradise,sector 83,0.75,5597.0,3,3,3,10.0,New Property,1162.0,0,0,0,0,1,2,49
3248,flat,experion windchants,sector 112,6.5,10417.0,4,5,3,11.0,Relatively New,4800.0,0,0,0,0,0,1,55
3249,flat,dlf the primus,sector 82a,2.25,10714.0,3,3,3+,29.0,Relatively New,2333.0,0,1,0,0,0,0,72
3250,flat,conscient heritage max,sector 102,2.2,10237.0,3,4,3+,9.0,Moderately Old,1945.0,1,1,0,0,0,1,125
3251,house,independent,sector 26,8.9,32963.0,4,4,3+,2.0,Old Property,2700.0,1,1,1,1,0,1,82
3252,house,independent,sector 43,5.3,27390.0,3,9,3+,3.0,Moderately Old,1935.0,0,1,0,0,0,2,71
3253,flat,emaar palm gardens,sector 83,1.8,9474.0,3,4,0,9.0,Relatively New,1900.0,0,0,0,0,0,1,55
3254,house,independent,sector 7,1.2,11194.0,2,4,2,3.0,Old Property,1072.0,0,0,0,0,0,1,0
3256,flat,kiran residency,sector 56,1.55,6889.0,3,3,3+,5.0,Moderately Old,1900.0,0,1,0,1,0,2,92
3257,flat,signature global park,sohna road,0.65,7908.0,2,1,2,3.0,New Property,913.0,0,0,0,0,0,1,87
3258,flat,dlf regal gardens,sector 90,1.24,7066.0,3,3,3+,9.0,Relatively New,1600.0,0,0,0,0,1,1,72
3259,flat,pareena mi casa,sector 68,1.0,8163.0,2,2,2,16.0,New Property,1361.0,0,1,0,0,0,1,65
3260,flat,supertech hues,sector 68,0.93,8611.0,2,2,2,11.0,New Property,1200.0,0,0,0,0,0,1,0
3261,flat,citizen apartment,sector 51,3.55,6826.0,5,6,3+,11.0,Moderately Old,5200.0,1,1,1,1,0,2,157
3262,flat,godrej summit,sector 104,1.3,7893.0,3,3,3,8.0,New Property,1490.0,0,0,0,0,1,1,103
3263,flat,indiabulls enigma,sector 110,3.7,10882.0,4,5,3,7.0,Relatively New,3077.0,0,1,0,0,0,1,156
3264,house,vipul tatvam villa,sector 48,5.75,22184.0,4,4,2,2.0,Moderately Old,2592.0,0,1,0,0,0,1,30
3265,flat,krrish provence estate,gwal pahari,7.5,7500.0,5,6,3+,23.0,Relatively New,9050.0,0,1,0,1,1,1,49
3266,flat,godrej summit,sector 104,1.05,5833.0,3,4,3+,7.0,Relatively New,2000.0,0,1,0,0,0,2,96
3267,house,adani brahma samsara,sector 60,18.02,28200.0,9,12,3+,3.0,Relatively New,6390.0,0,1,0,0,0,2,146
3269,flat,emaar mgf palm studios,sector 66,1.45,14796.0,2,2,3,3.0,Relatively New,1082.0,0,0,0,0,0,1,92
3270,flat,emaar palm gardens,sector 83,1.75,9211.0,3,3,3,6.0,Relatively New,1549.0,0,1,0,0,0,2,105
3271,house,independent,sector 31,3.5,24155.0,4,3,3,2.0,Moderately Old,1449.0,0,0,1,0,0,2,81
3272,flat,signature global grand iva,sector 103,0.5,6667.0,2,2,0,10.0,Relatively New,750.0,0,0,0,0,0,1,0
3273,flat,indiabulls centrum park,sector 103,1.34,7882.0,3,3,3+,12.0,Relatively New,1725.0,1,1,1,1,0,2,38
3274,house,international city by sobha phase 1,sector 109,6.15,27333.0,5,5,3+,3.0,Relatively New,2250.0,0,1,1,1,0,2,130
3275,flat,bestech park view sanskruti,sector 92,1.5,7812.0,3,3,3,3.0,Relatively New,1738.0,0,0,0,0,1,1,49
3276,flat,hcbs sports ville,sohna road,0.29,3973.0,2,2,1,4.0,Relatively New,743.0,0,0,0,0,0,1,0
3277,flat,ireo victory valley,sector 67,4.75,13930.0,4,4,3+,0.0,Relatively New,3200.0,1,1,1,1,0,2,165
3278,flat,tulip violet,sector 69,1.7,8458.0,4,4,2,1.0,Relatively New,1819.0,0,0,0,0,0,1,126
3279,house,unitech uniworld resorts,sector 33,10.0,20202.0,5,6,3,4.0,New Property,4950.0,1,1,0,0,0,1,26
3280,flat,prime habitat,sector 99a,0.32,4658.0,2,2,1,7.0,Relatively New,601.0,0,0,0,0,0,1,44
3281,flat,vatika lifestyle homes,sector 83,1.05,5983.0,3,3,2,14.0,Relatively New,1588.0,1,1,1,1,0,2,174
3282,house,iffco nagar and 17b rwa,sector 17,2.98,20566.0,2,6,3+,3.0,Relatively New,1449.0,1,0,0,1,0,1,78
3283,flat,gls avenue 51,sector 92,0.45,7614.0,2,2,1,10.0,New Property,646.0,1,0,0,0,0,2,20
3284,flat,parsvnath exotica,sector 53,4.8,14679.0,3,4,3+,12.0,New Property,2895.0,0,0,0,0,0,1,69
3286,house,emaar mgf marbella,sector 66,12.0,37037.0,4,4,3+,3.0,Relatively New,3240.0,1,1,1,1,0,2,160
3287,flat,mapsko casa bella,sector 82,0.86,8121.0,3,3,3,5.0,Moderately Old,1234.0,1,0,0,0,0,2,120
3288,flat,rof ananda,sector 95,0.36,5660.0,2,2,2,10.0,New Property,717.0,1,0,0,0,0,1,75
3289,house,independent,sector 23,2.9,11600.0,4,4,3,2.0,Relatively New,2500.0,0,1,0,0,0,2,43
3290,flat,la lagune,sector 54,6.75,21361.0,4,6,3+,11.0,Moderately Old,2455.0,0,1,0,0,0,2,119
3291,flat,ramsons kshitij,sector 95,0.32,4501.0,2,2,1,8.0,Relatively New,563.0,0,0,0,0,1,0,28
3292,house,independent,sector 40,5.0,21124.0,9,9,3+,3.0,Relatively New,2367.0,0,0,0,1,0,2,66
3293,flat,conscient heritage max,sector 102,2.2,10237.0,3,4,3+,20.0,Relatively New,1186.0,1,1,0,0,0,2,45
3294,flat,vatika city,sector 49,3.6,11921.0,4,5,3,7.0,Moderately Old,3356.0,0,1,0,1,0,0,15
3295,house,signature global city 63a,sector 63,1.5,6289.0,3,3,2,1.0,New Property,2385.0,0,0,0,0,0,1,0
3296,flat,dlf regal gardens,sector 90,1.79,8081.0,4,3,3+,10.0,Moderately Old,2461.0,0,0,0,0,0,1,63
3297,flat,m3m soulitude,sector 89,1.28,8828.0,3,3,2,4.0,Under Construction,1611.0,1,0,0,0,0,1,114
3298,house,independent,sector 46,2.4,2963.0,4,4,3,3.0,Moderately Old,900.0,0,0,1,0,0,2,44
3299,flat,ashiana anmol,sohna road,0.9,7059.0,2,2,2,8.0,Relatively New,1275.0,0,0,0,0,0,1,0
3300,house,independent,sector 7,0.95,21111.0,2,1,1,3.0,New Property,450.0,0,0,0,0,0,1,15
3301,flat,vatika city,sector 49,2.64,11723.0,3,4,3+,2.0,Moderately Old,2252.0,0,1,0,1,0,2,140
3302,house,independent,sector 39,15.0,33333.0,5,5,3+,4.0,Moderately Old,4500.0,0,1,0,0,0,2,27
3303,house,independent,sector 26,8.1,35294.0,5,5,2,4.0,Old Property,2295.0,0,0,0,0,0,1,42
3304,flat,shree vardhman victoria,sector 70,1.75,8204.0,3,5,3,7.0,New Property,1527.0,0,1,0,1,0,1,37
3305,house,unitech nirvana birch court,sector 50,6.8,31481.0,4,4,3+,2.0,Old Property,2160.0,1,1,0,1,0,1,105
3307,flat,ansal housing highland park,sector 103,0.88,6428.0,2,2,3,3.0,New Property,1232.0,0,0,0,0,0,1,52
3308,flat,tulip violet,sector 69,1.68,8350.0,4,4,2,1.0,Relatively New,1819.0,0,0,0,1,0,1,102
3309,house,independent,sector 4,0.5,9259.0,2,3,2,3.0,Old Property,540.0,0,0,0,0,0,1,0
3310,flat,sare homes,sector 92,0.56,4730.0,3,1,3,1.0,Moderately Old,1316.0,0,0,0,0,0,2,75
3311,house,independent,sector 14,4.6,20444.0,1,1,0,1.0,Old Property,2250.0,0,0,0,0,0,1,0
3312,flat,tulip violet,sector 69,1.19,8815.0,2,3,1,0.0,Relatively New,1500.0,1,0,0,0,0,1,174
3313,house,independent,sector 105,0.35,7778.0,2,2,1,2.0,Moderately Old,556.0,0,0,0,0,0,1,0
3314,house,dlf city plots,sector 26,13.5,29880.0,5,5,2,2.0,Moderately Old,4518.0,1,1,0,0,1,2,104
3315,flat,conscient heritage max,sector 102,1.75,9011.0,3,4,3+,13.0,Relatively New,1757.0,0,1,0,0,0,2,94
3316,flat,m3m capital,sector 113,2.51,14800.0,3,3,3+,2.0,Under Construction,1696.0,1,0,0,0,0,1,49
3317,house,unitech uniworld resorts,sector 33,11.75,23240.0,5,7,3+,3.0,Relatively New,5056.0,0,1,0,0,0,1,80
3318,flat,vatika lifestyle homes,sector 83,1.15,8214.0,3,3,1,7.0,Moderately Old,1607.0,0,0,0,0,0,2,95
3320,flat,signature global synera,sector 81,0.45,7525.0,2,2,2,6.0,Relatively New,664.0,0,0,1,0,0,2,39
3321,flat,experion the heartsong,sector 108,2.28,8204.0,4,5,3+,8.0,Relatively New,2515.0,0,0,0,0,0,1,101
3322,house,the laburnum,sector 43,11.0,27160.0,5,6,3+,3.0,New Property,4050.0,0,1,0,1,0,2,160
3323,house,independent,sector 27,4.25,31481.0,5,5,3+,3.0,Relatively New,1350.0,0,1,0,1,0,2,49
3324,house,independent,sector 26,4.6,12198.0,4,4,3+,2.0,Old Property,3771.0,0,0,0,0,0,1,28
3325,flat,bestech park view ananda,sector 81,0.87,7952.0,2,2,3,8.0,Relatively New,1300.0,0,0,0,0,0,1,95
3326,flat,godrej nature plus,sector 33,1.9,9850.0,3,3,3+,14.0,New Property,2143.0,0,1,0,0,0,1,96
3327,flat,saan verdante,sector 95,2.0,10178.0,3,4,3+,5.0,New Property,1964.0,0,1,0,0,0,1,49
3328,house,independent,sector 24,4.5,33333.0,2,8,3+,4.0,Relatively New,1350.0,0,1,1,0,0,2,56
3330,flat,tulip violet,sector 69,1.4,8838.0,3,3,2,1.0,Relatively New,1428.0,0,0,0,0,0,1,95
3331,house,unitech espace,sector 50,7.35,41761.0,4,4,3+,3.0,Moderately Old,1760.0,0,1,0,1,0,2,52
3332,flat,dlf the ultima,sector 81,2.4,11257.0,3,3,2,10.0,Relatively New,1800.0,0,1,0,0,0,0,174
3333,flat,capital residences 360,sector 70a,1.66,8401.0,3,3,3+,8.0,New Property,1900.0,0,1,0,0,0,1,132
3334,flat,vatika boulevard residences and heights,sector 83,1.42,8000.0,3,3,2,2.0,Relatively New,1972.0,0,0,0,0,0,2,113
3335,flat,ansal heights 86,sector 86,0.74,5441.0,2,2,1,11.0,Under Construction,1231.0,0,0,0,0,1,1,45
3336,flat,m3m skycity,sector 65,3.5,17040.0,3,3,3,15.0,New Property,2282.0,1,1,0,1,0,2,166
3339,flat,krishna appartment,sector 12,0.35,3500.0,3,3,1,2.0,Old Property,905.0,0,0,0,0,0,1,0
3340,flat,raheja vedaanta,sector 108,0.95,5214.0,3,3,3,3.0,Relatively New,1649.0,0,0,0,0,1,1,95
3341,flat,suncity platinum towers,sector 28,7.0,22222.0,4,3,2,10.0,Moderately Old,2488.0,0,1,0,0,0,1,31
3342,flat,umang winter hills,sector 77,0.99,7857.0,2,2,2,1.0,Relatively New,1126.0,0,0,0,0,0,1,97
3343,flat,parsvnath green ville,sector 48,1.86,7654.0,3,3,3+,6.0,Moderately Old,2199.0,0,1,0,0,0,2,94
3344,flat,alpha corp gurgaonone,sector 84,2.2,6407.0,4,4,3+,15.0,Relatively New,3108.0,0,1,0,0,0,1,97
3345,flat,hcbs sports ville,sohna road,0.32,4301.0,2,2,1,3.0,Relatively New,744.000768,0,0,0,0,0,1,109
3346,house,independent,sector 43,8.49,31444.0,3,3,2,4.0,Relatively New,2700.0,0,1,0,1,0,2,21
3347,house,not applicable,sector 4,0.75,11719.0,2,4,3,2.0,Moderately Old,640.0,0,0,0,0,0,1,0
3348,flat,chd avenue,sector 71,1.4,7946.0,3,3,2,1.0,Moderately Old,1958.0,0,0,0,1,0,2,125
3349,flat,supertech araville,sector 79,0.9,6950.0,2,2,0,12.0,Relatively New,1295.0,0,0,0,0,0,1,0
3350,flat,sobha city,sector 108,2.1,13972.0,2,2,2,3.0,Under Construction,1250.0,0,0,0,0,0,1,74
3351,flat,emaar mgf palm hills,sector 77,1.65,8462.0,4,3,3,9.0,Relatively New,1765.0,0,1,0,0,0,1,100
3352,house,bptp visionnaire,sector 70a,4.6,17625.0,4,4,3+,3.0,Moderately Old,2610.0,1,1,1,1,0,1,96
3355,flat,cghs airport apartment,sector 47,1.8,6000.0,4,4,3+,4.0,Moderately Old,2857.0,0,0,1,0,0,2,120
3356,house,independent,sector 54,3.75,26042.0,4,4,3,3.0,Moderately Old,1440.0,0,1,0,0,0,2,13
